temp,feel_temp,weather,gender,outer,top,bottom,inner,accessories
11,10,눈,여,후드집업,맨투맨,슬랙스,얇은 이너,"부츠, 장갑"
22,18,비,여,가디건,긴팔티,청바지,없음,"레인부츠, 우산"
28,26,흐림,여,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
15,15,비,여,후드집업,후드티,롱스커트,없음,"레인부츠, 우산"
4,7,흐림,남,패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
30,26,눈,남,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
5,5,흐림,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
-5,-8,비,여,패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
23,18,맑음,여,후드집업,맨투맨,롱스커트,없음,없음
24,25,비,여,후드집업,맨투맨,롱스커트,얇은 이너,"레인부츠, 우산"
8,8,맑음,남,롱패딩,니트,기모바지,히트텍,없음
25,20,맑음,여,없음,반팔,치마,없음,"모자, 선글라스, 양산"
11,10,맑음,여,자켓,후드티,롱스커트,없음,없음
11,10,맑음,여,가디건,긴팔티,청바지,얇은 이너,없음
13,12,비,여,가디건,긴팔티,롱스커트,얇은 이너,"레인부츠, 우산"
11,12,비,남,자켓,긴팔티,면바지,얇은 이너,"레인부츠, 우산"
-7,-8,비,여,코트,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,3,비,여,롱패딩,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
4,-1,흐림,남,코트,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
23,26,흐림,남,자켓,후드티,면바지,얇은 이너,없음
1,4,눈,남,코트,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
8,5,눈,여,패딩,기모후드,기모바지,히트텍,"부츠, 장갑"
14,11,흐림,남,자켓,긴팔티,청바지,얇은 이너,없음
19,22,흐림,여,자켓,맨투맨,롱스커트,없음,없음
-6,-5,맑음,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
6,6,흐림,여,코트,기모후드,기모레깅스,히트텍,없음
-1,1,흐림,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
-9,-10,눈,남,롱패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-3,-6,눈,여,패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-1,1,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
8,5,비,여,코트,히트텍,기모바지,히트텍,"레인부츠, 우산"
28,27,비,여,얇은 가디건,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
33,29,흐림,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
5,6,흐림,여,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
23,19,맑음,여,후드집업,긴팔티,청바지,없음,없음
11,6,비,남,가디건,긴팔티,면바지,얇은 이너,"레인부츠, 우산"
23,18,맑음,남,가디건,긴팔티,면바지,없음,없음
15,18,눈,여,후드집업,맨투맨,슬랙스,얇은 이너,"부츠, 장갑"
-7,-9,흐림,여,패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
-5,-8,맑음,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
6,6,흐림,여,패딩,기모후드,기모레깅스,히트텍,없음
31,29,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
35,31,맑음,여,얇은 가디건,민소매,치마,없음,"모자, 선글라스, 양산"
35,37,눈,여,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
20,19,맑음,남,후드집업,긴팔티,슬랙스,얇은 이너,없음
-10,-10,맑음,여,패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
15,12,눈,여,후드집업,후드티,슬랙스,얇은 이너,"부츠, 장갑"
-8,-5,비,여,코트,기모후드,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
13,12,비,남,자켓,후드티,청바지,얇은 이너,"레인부츠, 우산"
28,24,눈,남,없음,민소매,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-8,-10,흐림,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
19,18,비,남,후드집업,후드티,청바지,없음,"레인부츠, 우산"
22,18,눈,여,후드집업,맨투맨,청바지,얇은 이너,"부츠, 장갑"
32,34,비,남,없음,반팔,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
2,4,눈,여,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
12,9,흐림,남,후드집업,긴팔티,면바지,없음,없음
1,0,눈,남,롱패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
35,32,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-4,-5,흐림,여,코트,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
20,19,맑음,여,자켓,후드티,청바지,얇은 이너,없음
35,33,맑음,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
-8,-5,흐림,여,롱패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
-2,-3,흐림,여,코트,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
7,5,맑음,여,롱패딩,기모후드,기모치마,히트텍,없음
15,15,맑음,남,후드집업,맨투맨,슬랙스,없음,없음
22,20,흐림,여,자켓,긴팔티,청바지,얇은 이너,없음
33,28,비,남,없음,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
21,23,비,여,후드집업,맨투맨,청바지,없음,"레인부츠, 우산"
4,5,비,남,코트,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
28,25,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
15,17,비,여,후드집업,후드티,청바지,얇은 이너,"레인부츠, 우산"
0,-2,흐림,여,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
23,23,흐림,여,가디건,맨투맨,청바지,없음,없음
15,15,흐림,여,후드집업,맨투맨,슬랙스,얇은 이너,없음
24,25,맑음,여,가디건,후드티,슬랙스,없음,없음
25,23,흐림,여,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
1,0,맑음,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
21,18,맑음,남,자켓,긴팔티,슬랙스,얇은 이너,없음
-5,-5,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
30,29,비,남,얇은 가디건,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
30,28,눈,남,얇은 가디건,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-8,-9,눈,여,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-6,-3,맑음,여,코트,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
29,29,맑음,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
22,17,맑음,남,가디건,후드티,슬랙스,없음,없음
-8,-8,맑음,남,패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
34,31,눈,남,없음,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
30,32,눈,남,없음,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
32,30,맑음,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
14,16,맑음,남,자켓,맨투맨,면바지,얇은 이너,없음
-4,-7,눈,남,코트,니트,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
7,4,비,남,패딩,기모후드,기모바지,히트텍,"레인부츠, 우산"
35,31,흐림,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
32,30,흐림,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
0,-4,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
27,29,맑음,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
14,16,맑음,남,후드집업,긴팔티,슬랙스,없음,없음
-4,-1,비,여,패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
28,26,맑음,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
17,12,눈,여,자켓,후드티,청바지,얇은 이너,"부츠, 장갑"
-3,-2,비,여,패딩,기모후드,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
12,15,비,남,후드집업,맨투맨,면바지,없음,"레인부츠, 우산"
16,12,비,여,후드집업,후드티,슬랙스,없음,"레인부츠, 우산"
31,26,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
5,6,맑음,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
32,28,비,여,없음,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
23,23,맑음,여,자켓,맨투맨,청바지,없음,없음
8,11,눈,여,코트,히트텍,기모레깅스,히트텍,"부츠, 장갑"
1,-4,비,여,코트,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
11,10,비,여,후드집업,긴팔티,슬랙스,얇은 이너,"레인부츠, 우산"
21,23,맑음,남,가디건,후드티,면바지,얇은 이너,없음
11,14,눈,남,후드집업,후드티,면바지,없음,"부츠, 장갑"
16,17,눈,남,자켓,긴팔티,면바지,얇은 이너,"부츠, 장갑"
22,24,눈,여,자켓,긴팔티,청바지,없음,"부츠, 장갑"
3,0,흐림,남,패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
8,9,비,남,코트,니트,기모바지,히트텍,"레인부츠, 우산"
13,9,비,남,가디건,맨투맨,면바지,없음,"레인부츠, 우산"
-2,-6,맑음,남,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
20,15,눈,남,후드집업,긴팔티,슬랙스,얇은 이너,"부츠, 장갑"
-2,-4,눈,남,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
1,2,눈,여,패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-10,-13,맑음,남,코트,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
23,21,맑음,남,자켓,맨투맨,슬랙스,얇은 이너,없음
-3,-6,흐림,여,롱패딩,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
-10,-8,맑음,여,코트,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
-5,-10,눈,여,롱패딩,니트,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
15,11,흐림,여,가디건,후드티,청바지,얇은 이너,없음
-7,-10,비,남,패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-8,-8,비,남,패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
35,34,눈,남,얇은 가디건,민소매,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
13,13,비,여,자켓,맨투맨,슬랙스,얇은 이너,"레인부츠, 우산"
34,32,흐림,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
5,1,맑음,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
7,6,눈,남,롱패딩,기모후드,기모바지,히트텍,"부츠, 장갑"
9,6,비,남,패딩,니트,기모청바지,히트텍,"레인부츠, 우산"
15,16,맑음,남,가디건,맨투맨,슬랙스,얇은 이너,없음
-10,-10,눈,여,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
29,28,비,남,없음,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-9,-13,눈,여,패딩,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
33,28,비,여,없음,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
6,5,비,여,롱패딩,히트텍,기모치마,히트텍,"레인부츠, 우산"
-10,-15,비,여,코트,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-10,-11,흐림,여,코트,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
-1,-3,흐림,여,패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
5,8,눈,여,코트,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
0,-2,흐림,남,패딩,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
0,-1,흐림,남,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
-1,-4,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-3,0,맑음,남,패딩,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
18,13,눈,여,자켓,긴팔티,슬랙스,없음,"부츠, 장갑"
-3,-7,흐림,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
29,25,눈,여,얇은 가디건,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
27,30,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
16,16,비,남,가디건,긴팔티,청바지,없음,"레인부츠, 우산"
25,26,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
6,8,맑음,여,패딩,니트,기모바지,히트텍,없음
27,30,비,여,없음,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
9,9,흐림,여,코트,니트,기모치마,히트텍,없음
35,31,비,여,얇은 가디건,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
20,17,흐림,남,후드집업,후드티,면바지,얇은 이너,없음
34,30,맑음,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
25,26,흐림,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
3,1,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
28,31,맑음,여,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
33,30,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
7,3,맑음,여,패딩,니트,기모바지,히트텍,없음
7,9,눈,여,패딩,히트텍,기모치마,히트텍,"부츠, 장갑"
30,28,비,남,얇은 가디건,반팔,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-1,-6,눈,남,패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-3,-5,눈,여,코트,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
14,15,눈,여,자켓,맨투맨,롱스커트,얇은 이너,"부츠, 장갑"
0,3,비,남,코트,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-8,-12,흐림,여,롱패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
9,9,흐림,여,코트,기모후드,기모레깅스,히트텍,없음
13,13,눈,남,자켓,맨투맨,면바지,없음,"부츠, 장갑"
25,20,눈,여,없음,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
12,14,흐림,남,자켓,맨투맨,청바지,얇은 이너,없음
-3,-4,눈,남,코트,기모후드,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
5,5,비,남,패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
25,26,맑음,남,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
0,3,눈,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
30,31,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
16,14,맑음,남,후드집업,후드티,슬랙스,없음,없음
25,28,흐림,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
7,5,비,남,코트,니트,기모바지,히트텍,"레인부츠, 우산"
-10,-15,눈,남,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
1,4,눈,남,패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
34,36,눈,여,없음,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
19,16,흐림,남,자켓,후드티,슬랙스,없음,없음
7,8,비,여,패딩,니트,기모레깅스,히트텍,"레인부츠, 우산"
-5,-9,비,남,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
11,11,맑음,여,후드집업,맨투맨,청바지,얇은 이너,없음
20,19,눈,남,자켓,후드티,슬랙스,얇은 이너,"부츠, 장갑"
34,36,흐림,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
-9,-12,맑음,여,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
18,14,흐림,여,후드집업,맨투맨,청바지,얇은 이너,없음
-9,-10,흐림,여,롱패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
34,30,비,여,없음,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
6,6,비,여,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 우산"
12,11,맑음,여,가디건,긴팔티,롱스커트,얇은 이너,없음
8,4,눈,여,롱패딩,기모후드,기모레깅스,히트텍,"부츠, 장갑"
-5,-8,맑음,여,롱패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
1,-1,눈,여,코트,니트,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
20,16,맑음,여,가디건,긴팔티,슬랙스,없음,없음
10,5,맑음,여,후드집업,후드티,청바지,없음,없음
-8,-8,눈,남,롱패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
25,20,맑음,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
24,23,흐림,여,가디건,후드티,롱스커트,없음,없음
-10,-15,흐림,여,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
31,28,비,남,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
20,23,비,여,가디건,긴팔티,청바지,없음,"레인부츠, 우산"
-7,-12,눈,여,코트,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
22,25,비,남,자켓,긴팔티,슬랙스,얇은 이너,"레인부츠, 우산"
23,24,맑음,여,가디건,맨투맨,청바지,없음,없음
16,12,맑음,여,후드집업,후드티,슬랙스,없음,없음
24,19,비,여,가디건,긴팔티,청바지,없음,"레인부츠, 우산"
26,28,맑음,여,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
-10,-13,비,남,패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
28,27,흐림,여,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
10,12,눈,남,후드집업,후드티,청바지,얇은 이너,"부츠, 장갑"
30,33,흐림,여,없음,반팔,치마,없음,"모자, 선글라스, 양산"
30,32,맑음,여,얇은 가디건,반팔,치마,없음,"모자, 선글라스, 양산"
29,24,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
26,22,흐림,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
-3,-8,비,여,패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
22,25,비,여,후드집업,맨투맨,슬랙스,없음,"레인부츠, 우산"
21,23,맑음,남,후드집업,긴팔티,슬랙스,없음,없음
35,31,맑음,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
0,0,흐림,여,롱패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
-3,-4,비,여,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
17,12,흐림,남,후드집업,맨투맨,청바지,얇은 이너,없음
7,5,맑음,여,롱패딩,기모후드,기모바지,히트텍,없음
6,9,눈,남,패딩,니트,기모바지,히트텍,"부츠, 장갑"
4,6,흐림,여,롱패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
32,32,비,여,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
18,15,눈,여,가디건,긴팔티,롱스커트,없음,"부츠, 장갑"
-1,2,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
7,8,맑음,여,코트,니트,기모치마,히트텍,없음
0,-4,맑음,남,코트,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
35,33,눈,여,없음,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-1,0,흐림,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
-10,-9,눈,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
3,0,비,남,패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-10,-9,맑음,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
21,20,비,남,후드집업,긴팔티,면바지,얇은 이너,"레인부츠, 우산"
32,31,맑음,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
9,6,비,남,코트,니트,기모청바지,히트텍,"레인부츠, 우산"
19,19,흐림,남,후드집업,긴팔티,청바지,얇은 이너,없음
14,11,맑음,남,후드집업,긴팔티,면바지,없음,없음
15,13,맑음,남,가디건,후드티,슬랙스,없음,없음
14,10,맑음,여,가디건,후드티,롱스커트,얇은 이너,없음
0,3,맑음,남,패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
32,27,맑음,여,얇은 가디건,반팔,치마,없음,"모자, 선글라스, 양산"
-3,-7,맑음,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
35,30,눈,남,얇은 가디건,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
32,32,맑음,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
30,25,눈,남,없음,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
14,9,흐림,남,가디건,후드티,청바지,없음,없음
29,25,눈,남,없음,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-9,-7,흐림,여,코트,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
30,25,눈,남,없음,민소매,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
15,11,흐림,남,후드집업,맨투맨,슬랙스,얇은 이너,없음
16,14,눈,남,가디건,긴팔티,면바지,얇은 이너,"부츠, 장갑"
25,28,흐림,여,얇은 가디건,반팔,치마,없음,"모자, 선글라스, 양산"
6,7,눈,여,패딩,기모후드,기모치마,히트텍,"부츠, 장갑"
20,18,비,여,가디건,후드티,청바지,없음,"레인부츠, 우산"
14,14,맑음,남,가디건,맨투맨,슬랙스,없음,없음
23,18,눈,여,가디건,맨투맨,청바지,없음,"부츠, 장갑"
8,11,맑음,남,코트,히트텍,기모바지,히트텍,없음
10,5,흐림,여,후드집업,긴팔티,슬랙스,없음,없음
3,5,비,남,롱패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
20,22,비,여,가디건,맨투맨,청바지,얇은 이너,"레인부츠, 우산"
-8,-8,흐림,여,코트,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
19,22,눈,남,자켓,후드티,면바지,얇은 이너,"부츠, 장갑"
28,24,비,남,얇은 가디건,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
16,18,흐림,여,가디건,맨투맨,슬랙스,얇은 이너,없음
8,8,눈,남,코트,니트,기모청바지,히트텍,"부츠, 장갑"
0,3,비,여,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-10,-8,맑음,여,패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
16,12,맑음,여,후드집업,맨투맨,슬랙스,얇은 이너,없음
11,7,흐림,여,가디건,긴팔티,슬랙스,없음,없음
22,23,맑음,여,후드집업,맨투맨,청바지,얇은 이너,없음
21,23,흐림,남,가디건,긴팔티,청바지,없음,없음
24,23,비,여,가디건,긴팔티,롱스커트,없음,"레인부츠, 우산"
7,4,맑음,여,코트,히트텍,기모바지,히트텍,없음
17,13,비,여,후드집업,긴팔티,슬랙스,없음,"레인부츠, 우산"
30,25,비,여,없음,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
3,3,비,여,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
23,18,비,여,후드집업,긴팔티,롱스커트,얇은 이너,"레인부츠, 우산"
11,7,흐림,남,가디건,긴팔티,면바지,얇은 이너,없음
15,18,비,남,자켓,맨투맨,면바지,없음,"레인부츠, 우산"
-9,-12,눈,남,패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-2,-6,흐림,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
30,25,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
8,5,흐림,남,패딩,기모후드,기모바지,히트텍,없음
14,15,맑음,남,가디건,긴팔티,청바지,없음,없음
13,14,비,여,자켓,맨투맨,슬랙스,없음,"레인부츠, 우산"
-6,-4,맑음,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
12,10,눈,남,후드집업,후드티,청바지,얇은 이너,"부츠, 장갑"
10,10,흐림,여,가디건,후드티,슬랙스,얇은 이너,없음
18,20,비,남,후드집업,맨투맨,슬랙스,없음,"레인부츠, 우산"
32,29,눈,여,얇은 가디건,민소매,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-7,-12,흐림,여,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
16,12,비,남,자켓,긴팔티,청바지,얇은 이너,"레인부츠, 우산"
-4,-3,눈,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
0,0,맑음,여,롱패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
32,27,흐림,남,얇은 가디건,민소매,면반바지,없음,"모자, 선글라스, 양산"
29,30,맑음,여,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
26,28,눈,남,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
29,32,비,여,얇은 가디건,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
15,13,눈,여,자켓,긴팔티,롱스커트,얇은 이너,"부츠, 장갑"
19,22,비,남,자켓,맨투맨,슬랙스,없음,"레인부츠, 우산"
-1,-6,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
29,28,맑음,여,얇은 가디건,반팔,치마,없음,"모자, 선글라스, 양산"
4,3,비,여,롱패딩,히트텍,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
1,2,맑음,여,코트,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
-4,-2,흐림,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
21,23,흐림,남,후드집업,후드티,면바지,얇은 이너,없음
8,4,눈,남,코트,기모후드,기모청바지,히트텍,"부츠, 장갑"
18,18,맑음,여,자켓,긴팔티,롱스커트,없음,없음
-9,-14,비,여,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-8,-5,흐림,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
